Country;2017;2019;2022
Albania;1;1;2
Algeria;0;0;1
Angola;2;2;2
Antigua and Barbuda;1;1;1
Argentina;2;2;2
Armenia;1;1;1
Australia;2;2;2
Austria;2;2;2
Azerbaijan;1;1;1
Bahamas;2;2;2
Bahrain;2;2;2
Bangladesh;1;1;1
Barbados;0;0;0
Belarus;1;1;1
Belgium;2;2;2
Belize;0;1;1
Benin;2;2;2
Bhutan;0;0;1
Bolivia;1;2;2
Bosnia and Herzegovina;2;2;2
Botswana;1;1;1
Brazil;1;1;1
Brunei Darussalam;2;2;2
Bulgaria;2;2;2
Burkina Faso;1;1;1
Burundi;2;0;1
Cambodia;1;1;1
Cameroon;2;2;2
Canada;2;2;2
Central African Republic;1;1;1
Chad;1;1;1
Chile;2;2;2
China;2;2;2
Chinese Taipei;2;2;2
Colombia;2;2;2
Comoros;2;2;2
Congo;2;2;2
Costa Rica;2;2;2
Croatia;2;2;2
Cuba;2;2;2
Cyprus;2;2;2
Czechia;2;2;2
Côte d'Ivoire;2;2;2
Denmark;2;2;2
Djibouti;1;1;1
Dominica;0;0;1
Dominican Republic;2;2;2
DRC;1;1;1
Ecuador;2;2;2
Egypt;1;1;1
El Salvador;2;2;2
Estonia;2;2;2
Eswatini;2;2;2
Ethiopia;1;2;2
Fiji;2;2;2
Finland;2;2;2
France;2;2;2
Gabon;1;1;1
Gambia;2;2;2
Georgia;2;2;2
Germany;2;2;2
Ghana;2;2;2
Greece;2;2;2
Guatemala;1;1;1
Honduras;2;2;2
Hong Kong, China;2;2;2
Hungary;2;2;2
Iceland;–;2;2
India;2;2;2
Indonesia;2;2;2
Ireland;2;2;2
Israel;2;2;2
Italy;2;2;2
Jamaica;1;1;1
Japan;2;2;2
Jordan;1;1;1
Kazakhstan;1;2;1
Kenya;1;2;1
Kiribati;0;0;0
Korea;2;2;2
Kuwait;1;2;2
Kyrgyzstan;1;1;1
Lao PDR;1;1;1
Latvia;2;2;2
Lebanon;2;2;2
Lesotho;1;1;1
Liberia;1;1;1
Lithuania;2;2;2
Luxembourg;2;2;2
Madagascar;2;2;2
Malawi;1;1;1
Malaysia;1;1;1
Maldives;2;2;2
Mali;1;1;1
Malta;2;2;2
Mauritius;2;2;2
Mexico;2;2;2
Micronesia;2;2;2
Moldova;2;2;1
Mongolia;2;2;2
Montenegro;2;2;2
Morocco;2;2;2
Mozambique;2;1;2
Myanmar;1;1;1
Namibia;2;1;2
Nepal;0;0;0
Netherlands;2;2;2
New Zealand;2;2;2
Nicaragua;1;2;2
Niger;1;1;1
Nigeria;2;2;2
North Macedonia;2;2;2
Norway;2;2;2
Oman;1;2;2
Pakistan;1;1;1
Palau;1;1;1
Panama;1;1;2
Papua New Guinea;2;2;2
Paraguay;2;2;2
Peru;2;2;2
Philippines;2;2;2
Poland;2;2;2
Portugal;2;2;2
Qatar;2;2;2
Romania;1;1;1
Russia;2;2;2
Rwanda;2;1;2
Samoa;2;2;2
Saudi Arabia;2;2;2
Senegal;2;2;2
Serbia;2;2;2
Sierra Leone;2;2;2
Singapore;2;2;2
Slovak Republic;2;2;2
Slovenia;2;2;2
Solomon Islands;0;1;1
South Africa;2;2;2
Spain;2;2;2
Sri Lanka;2;2;2
Sudan;1;1;1
Suriname;1;1;1
Sweden;2;2;2
Switzerland;2;2;2
Tajikistan;2;2;2
Tanzania;2;2;2
Thailand;2;2;2
Togo;1;1;1
Tonga;2;2;2
Trinidad and Tobago;2;2;2
Tunisia;2;2;1
Türkiye;2;2;2
Uganda;1;1;1
Ukraine;2;2;2
United Arab Emirates;2;2;2
United Kingdom;2;2;2
United States;2;2;2
Uruguay;2;2;2
Uzbekistan;1;1;1
Vanuatu;1;1;1
Venezuela;2;2;2
Viet Nam;2;2;2
Yemen;0;0;0
Zambia;1;2;2
Zimbabwe;2;2;2
